MO NDVI TWI Tmed LS_Factor PPmed EPTmed Pendiente Altura LC_Bosques LC_CultivosAnuales x y
3.25 0.62236 13.5609321594238 20.3075370788574 0.654840469360352 1091.38635253906 538.783333333333 5.458247423172 1094.44348144531 0.2716 0 4340057.96975433 6460058.98381812
3.22 0.414275 17.907751083374 23.1759605407715 0.145552650094032 1200 400.416666666667 0.747897028923035 221.596855163574 0 0.814 4456408.72771047 6528603.44869573
3.22 0.34938 16.8986911773682 22.7000007629395 0.230577528476715 1213.83288574219 323.322222222222 1.89736676216125 453.42106628418 0 0.6964 4378834.70949157 6477140.88721877
3.2 0.368442857142857 16.9579010009766 22.6000003814697 0.0585675314068794 1224 384.138888888889 1.57710683345795 473.193725585938 0.038 0.826 4378600.01302477 6497101.96688069
3.16 0.423728571428572 17.832405090332 23.3369827270508 0.138801038265228 1044 399.877777777778 0.911139726638794 412.990966796875 0 0.9176 4415583.8119388 6642650.94698413
3.16 0.6246 15.5113105773926 22.9897136688232 0.411566644906998 1002.25994873047 507.222222222222 5.68660306930542 535.182800292969 0.3288 0 4418018.06106218 6677113.78187182
3.14 0.4444 15.9944944381714 22.4987163543701 0.120948605239391 1176.79711914063 412.516666666667 1.2380907535553 511.300155639648 0 0.3828 4366397.2773989 6494713.06905098
3.11 0.4357 18.2279014587402 22.7999992370605 0.00820693839341402 1284 519.616666666667 0.129276886582375 117.376293182373 0 0.9664 4561099.94894459 6318362.15287026
3.11 0.53272 18.5053329467773 23.5 0.00205465173348784 1164 379.522222222222 0.160886041820049 116.236503601074 0 0.3172 4544391.87098221 6495132.01599589
3.11 0.5424 18.3537864685059 23 0.00603872071951628 1200 392.883333333333 0.1810043156147 182.036727905273 0 0.1968 4491395.23814171 6442928.41543764
3.1 0.630766666666667 18.1680126190186 23 0.00450694840401411 1212 451.411111111111 0.134580835700035 157.093811035156 0.0124 0.3848 4503838.76127404 6399761.58704656
3.09 0.4176 18.2012596130371 22.6258869171143 0.0879408568143845 1164 468.666666666667 0.836750984191895 356.118545532227 0.0048 0.6212 4414860.97871809 6576011.43354413
3.06 0.462266666666667 18.2043037414551 22.7999992370605 0.0151796722784638 1284 308.444444444444 0.434803873300552 237.562408447266 0 0.2212 4443055.07858507 6399137.79104824
3.01 0.386033333333333 18.2189540863037 23.087287902832 0.00804781075567007 1260 486.016666666667 0.62898114323616 90.6555404663086 0.02 0.818 4595703.78675819 6381000.93909188
3.01 0.445116666666667 18.82639503479 22.7999992370605 0.0131818186491728 1224.50659179688 461.15 0.359468951821327 432.905578613281 0 0.2944 4379307.69022961 6437217.11434986
3.01 0.48146 12.9879121780396 24.9225635528564 0.438640683889389 720 345.838888888889 1.92637228965759 456.153945922852 0.2144 0 4278671.74467985 6590995.56807806
3.01 0.30374 19.1455364227295 22.7017345428467 0.000297762366244569 1308 423.066666666667 0.289599999785423 282.140914916992 0 1 4436242.24683179 6422558.41498414
3 0.543014285714286 18.78586769104 24.5 0.055165521800518 1092.22985839844 538.833333333333 0.541545957326889 81.8338775634766 0 0.0056 4463002.36448566 6617742.60046462
3 0.459285714285714 19.3638877868652 23 0.242401048541069 1128 320.033333333333 1.16011512279511 332.968002319336 0 0.1404 4418207.73324824 6594414.75268561
3 0.392733333333333 17.8014297485352 23 0.0231421627104282 1260.84631347656 517.455555555556 0.424917951226234 107.363746643066 0 0.944 4584225.03309869 6398495.31543272
2.98 0.4328 18.9113864898682 23.2000007629395 0.0367137342691422 1252.6416015625 385.955555555556 0.118862748146057 81.3505821228027 0 0 4596575.75858172 6391039.09673393
2.98 0.458875 19.1071853637695 24 0.0125686815008521 1136.42053222656 336.827777777778 0.226312071084976 119.166870117188 0 0.9992 4459935.14892304 6581953.57301207
2.98 0.297363636363636 16.5508823394775 22.2070503234863 0.00887959823012352 1171.78662109375 423.227777777778 0.530042380094528 631.207580566406 0 0.9524 4359964.35267981 6413246.02893112
2.98 0.3576 18.5308628082275 22.8999996185303 0.00385762238875031 1260 480.011111111111 0.119416773319244 106.760406494141 0 0.972 4601838.86975174 6344598.73542156
2.97 0.34805 17.9156246185303 22.2999992370605 0.0550901517271996 1164.25634765625 448.516666666667 1.25404274463654 626.710021972656 0 0.9076 4338693.32186026 6339437.49031174
2.94 0.34183 18.0779972076416 22.8997764587402 0.035067543387413 1224 356.733333333333 0.453281730413437 326.241119384766 0 0.9244 4418788.18583517 6518467.53053719
2.94 0.4379 17.308536529541 24.0380210876465 0.0531909689307213 1104 318.844444444444 0.820274591445923 193.532363891602 0 0.7748 4439090.02161523 6617383.35033121
2.94 0.3974 18.7524700164795 23 0.000903263106010854 1260 394.25 0.0944647341966629 108.976535797119 0 0.82 4561312.48060997 6377572.58993662
2.94 0.3687 18.0566692352295 23.4993000030518 0.227738186717033 1092.51025390625 355.2 1.64054423570633 301.232635498047 0 0.8748 4423636.31601581 6616820.71225155
2.94 0.47475 17.1242275238037 24.7457580566406 0.112444959580898 792 346.583333333333 1.57918930053711 415.945434570313 0.0056 0 4339423.16029519 6636760.61131975
2.93 0.46595 18.8765068054199 23.2000007629395 0.033741906285286 1188 401.45 0.34836383163929 173.567367553711 0 0.6704 4493623.69485434 6469825.26214359
2.93 0.38545 16.6116828918457 22.2999992370605 0.189887925982475 1239.63977050781 362.127777777778 1.14792931079865 504.492202758789 0 0.8016 4379864.75747993 6514405.6311082
2.91 0.48158 19.2461090087891 23.7000007629395 0.00134221604093909 1140 349.272222222222 0.103320315480232 102.764808654785 0.046 0.7788 4540796.08820768 6533993.33429984
2.9 0.472 18.1860961914063 22.9089508056641 0.025335106998682 1200 372.322222222222 0.430433660745621 195.936042785645 0 0.018 4480709.20625287 6417956.55972434
2.89 0.36741 17.899787902832 22.5995273590088 1.94567637663567e-05 1272 449.427777777778 0.591792821884155 494.24560546875 0 0.8908 4360241.31076826 6339870.08173037
2.86 0.5204125 18.0286197662354 23 0.00334884994663298 1344 349.772222222222 0.974852383136749 127.094596862793 0 0 4501314.52336461 6200560.25265372
2.83 0.34095 18.4042930603027 22.3999996185303 0.0428096018731594 1306.26037597656 486.055555555556 0.621188998222351 513.050750732422 0.0096 0.3288 4371560.95046074 6362022.68086793
2.83 0.348083333333333 17.9757308959961 22.8999996185303 0.0317121706902981 1248 480.372222222222 0.313905194401741 130.744537353516 0 1 4523672.63120101 6375094.68250368
2.81 0.469075 17.759786605835 24.1213092803955 0.214893773198128 960 413.983333333333 1.61138474941254 563.084106445313 0.508 0 4295345.60206181 6437580.00814427
2.8 0.4399 16.7442207336426 21.9990043640137 3.37859364663018e-06 900 330.866666666667 2.19605255126953 919.008972167969 0 0 4299078.48183477 6537230.52856867
2.78 0.578333333333333 18.2406368255615 24.1000003814697 0.013644459657371 1176 404.311111111111 0.123049147427082 97.9894561767578 0 0.3084 4587536.21615763 6615883.74153549
2.78 0.418133333333333 18.2954902648926 22.7890300750732 0.0112136323004961 1272 481.45 0.186769962310791 114.923316955566 0.002 0.9124 4580658.26821764 6317729.48150521
2.77 0.426833333333333 18.2367877960205 23.1000003814697 0.00238187029026449 1212.9892578125 448.933333333333 0.18779855966568 123.062526702881 0 1 4541761.72313979 6421617.98634723
2.76 0.374075 16.0784645080566 21.7999992370605 0.0918560326099396 1093.22521972656 407.8 1.27364504337311 765.793151855469 0 0.8864 4323181.00775446 6333509.00881288
2.76 0.25915 18.8127136230469 22.8627948760986 0.0522887594997883 1260 412.061111111111 0.473138749599457 319.294830322266 0 0.9328 4420230.18315517 6480873.45259775
2.73 0.45115 18.9193477630615 22.8999996185303 0.0196268800646067 1230.19738769531 481.377777777778 0.206551261246204 136.778831481934 0.0696 0.9304 4521624.73535914 6394650.07931998
2.72 0.42681 17.9334583282471 22.7000007629395 0.0424640960991383 1296 455.816666666667 0.321262717247009 122.383522033691 0 0.8436 4561851.46280824 6278282.18518587
2.71 0.3599 16.9386692047119 21.5119514465332 0.366658687591553 1020 467.483333333333 2.36235785484314 719.1669921875 0 0.8384 4382566.15157828 6619634.25750326
2.71 0.53585 18.2865715026855 23.7999992370605 0.00215846323408186 1146.75598144531 428.583333333333 0.110096104443073 109.358825683594 0 0.9376 4584353.67604134 6553157.58176283
2.7 0.5073625 18.498104095459 22.8999996185303 0.00142558664083481 1243.01550292969 419.844444444444 0.242148913443089 174.032379150391 0.0972 0.5676 4477014.38370759 6378651.67485876
2.7 0.361485714285714 18.0350799560547 22.7000007629395 0.00944283325225115 1248 417.144444444444 0.546206504106522 377.539886474609 0 0.7684 4402075.10105639 6516730.08559544
2.69 0.426116666666667 17.8982162475586 22.8518924713135 0.0819002166390419 1365.18908691406 504.455555555556 0.482840329408646 267.955993652344 0 0.886 4417884.30471304 6327241.81283753
2.69 0.4254 18.6594200134277 23.7000007629395 0.00853148009628057 1152.17858886719 307.994444444444 0.1771539747715 117.054878234863 0 0.4176 4518989.24509746 6539732.76537974
2.69 0.4103 17.8742160797119 21.6104145050049 0.0519543886184692 1152.95520019531 427.605555555556 0.908970892429352 510.806777954102 0.108 0.7984 4398221.54894969 6577157.17409965
2.68 0.572116666666667 18.1078071594238 22.7000007629395 0.00177426391746849 1306.41662597656 470.472222222222 0.75666356086731 125.767631530762 0 0.7532 4548253.91556564 6259646.99505678
2.67 0.459028571428572 15.4665422439575 23 0.308851778507233 864 386.011111111111 3.8250640630722 706.422088623047 0 0 4299674.00005109 6554684.92461112
2.67 0.4842 14.4782857894897 23.7733860015869 0.423604279756546 948 383.15 3.0165741443634 674.437561035156 0.1152 0 4294925.14918965 6476309.26796615
2.67 0.4332 15.1394100189209 22.354772567749 0.492069214582443 1067.05590820313 409.205555555556 2.70121264457703 516.129089355469 0 0.6004 4401660.56286841 6617107.45161642
2.66 0.34771 18.3163433074951 22.8999996185303 0.0126493107527494 1263.50012207031 507.666666666667 0.245922923088074 113.068584442139 0 0.894 4548174.70414148 6374504.87778267
2.66 0.3815 18.913610458374 24.1000003814697 0.0144638670608401 1152 326.533333333333 0.268727704882622 113.456436157227 0 0.916 4478327.46176725 6582006.801458
2.66 0.42756 19.1701126098633 23.2999992370605 0.0110725248232484 1188 362.194444444444 0.167170032858849 178.266128540039 0 0.9744 4479432.57627226 6521203.76340698
2.66 0.341985714285714 17.9254684448242 22.7999992370605 0.015650037676096 1296 495.016666666667 0.400692462921143 123.632797241211 0 0.796 4541076.55371991 6295811.24415128
2.65 0.3178875 19.3248443603516 25.2348957061768 0.175457298755646 782.213684082031 295.466666666667 1.28103637695313 369.204376220703 0 0 4326084.22317287 6629013.87712603
2.65 0.33422 18.6695461273193 23.1000003814697 0.0176220405846834 1200 397.906 0.349759563803673 248.600997924805 0 0.9432 4439463.79635112 6535391.97619804
2.63 0.362 18.2228126525879 23.1000003814697 0.132112622261047 1245.29345703125 515.227777777778 0.343267977237701 346.125885009766 0 0.8128 4367971.01642664 6297784.32210234
2.63 0.60386 18.5502967834473 23.8999996185303 0.00485731149092317 1176 455.155555555556 0.103125408291817 99.7754745483398 0 0.76 4589844.1207791 6593603.25500221
2.63 0.38275 18.9923934936523 24.2000007629395 0.087370403110981 1068.03845214844 380.605555555556 0.688476353883743 272.826690673828 0 1 4433462.22933027 6656863.39305187
2.62 0.4368 18.7472610473633 25.5961856842041 0.0144492220133543 733.048278808594 292.144444444444 0.532293558120728 322.859359741211 0.0932 0 4303161.06405092 6621253.76634214
2.6 0.4306 16.6931533813477 23 0.163195312023163 1260 446.461111111111 1.22362285852432 101.856647491455 0 0.99 4601178.94540925 6353952.92245553
2.6 0.3857 18.0274753570557 23 0.011989688500762 1272 453.822222222222 0.228437945246696 112.844520568848 0 0.6984 4581953.15245004 6377343.139654
2.59 0.4789 12.7231578826904 24.0394916534424 0.330730229616165 744 285 7.33542394638062 669.419067382813 0.304 0 4273905.35375219 6573758.96818113
2.56 0.44115 19.9664154052734 26.1000003814697 0.0150693310424685 804 268.933333333333 0.451180219650269 238.124160766602 0.02 0 4365332.92227291 6696621.36907666
2.55 0.374342857142857 18.6421318054199 22.8999996185303 0.0085561815649271 1248 419.316666666667 0.228000797331333 276.863128662109 0 1 4437172.22915361 6476807.00317178
2.55 0.5255 13.0494413375854 25.7442512512207 0.692508578300476 804 362.355555555556 2.97854924201965 379.538528442383 0.9424 0 4270440.34678929 6514063.55181958
2.51 0.557766666666667 17.6116962432861 23.6000003814697 0.0113861504942179 1164 441.911111111111 0.433709233999252 165.21354675293 0.038 0.842 4462460.67306304 6557610.99899188
2.51 0.526175 14.8329982757568 21.7042751312256 2.50222206115723 1128 497.111111111111 6.80666637420654 682.536804199219 0.018 0 4364805.74388892 6456978.67267
2.51 0.49055 17.1484470367432 23.6685905456543 0.102944113314152 828 281.733333333333 0.637055575847626 561.505249023438 0.7972 0 4318650.24276451 6593415.11683505
2.51 0.542483333333333 15.3962430953979 22.5 0.176518008112907 1092 440.111111111111 2.00257629156113 591.633117675781 0.0128 0 4352315.53791494 6437776.29953069
2.51 0.41478 17.361967086792 24.9770679473877 0.146725460886955 764.916442871094 241.722222222222 1.00229704380035 420.238220214844 0.2484 0 4292158.10789895 6594654.18636623
2.51 0.4662 18.5840950012207 23.2000007629395 0.00734278606250882 1188 367.527777777778 0.13015516102314 145.568115234375 0 0.9124 4517754.86150508 6451881.72801825
2.5 0.354414285714286 18.5786266326904 22.8999996185303 0.00833129696547985 1223.77221679688 410.433333333333 0.298406466841698 313.724090576172 0 1 4419607.65210935 6535906.1920394
2.48 0.367775 18.6025867462158 23 0.0457251705229282 1205.939453125 404.466666666667 0.292811945080757 258.396728515625 0 0.9348 4442459.68843343 6521812.56640091
2.47 0.605277777777778 19.0284900665283 23.2000007629395 0.00219668820500374 1188 455.277777777778 0.205525174736977 188.75415802002 0 0.68 4480557.74639204 6497795.54471594
2.46 0.3547 18.2920627593994 22.990535736084 0.00135480717290193 1272 444.288888888889 0.213501445949078 161.590156555176 0 1 4478409.26597397 6358331.29942421
2.45 0.4515 17.4739360809326 22.8739757537842 0.120426714420319 1317.16320800781 477.85 0.675519973039627 381.891708374023 0 0.886 4374282.09464176 6318082.34498937
2.43 0.50234 18.2787857055664 23.3999996185303 0.0691352337598801 1164 367.511111111111 0.213310651481152 126.415687561035 0 0.7404 4526732.48320313 6506547.90961659
2.41 0.40574 18.2051677703857 23.0347557067871 0.00734216207638383 1320.57568359375 495.722222222222 0.166546583175659 124.618576049805 0 0.0028 4481417.49519213 6268909.99930105
2.41 0.41486 17.3733577728271 26.4509811401367 0.328653812408447 711.664489746094 258.533333333333 1.33306849002838 226.481575012207 0.0892 0 4336923.15950978 6703103.62317622
2.4 0.3657 19.6333827972412 23.1000003814697 2.91141750494717e-05 1308 306.911111111111 0.124678663909435 125.827011108398 0 0.6928 4490608.26111904 6316260.87397434
2.4 0.322442857142857 17.5619602203369 23.1000003814697 0.0674737617373466 1284 435.533333333333 0.622392535209656 281.614501953125 0 1 4401866.01260818 6279850.5153049
2.39 0.549033333333333 18.690258026123 23.5 0.0142215676605701 1152 351.366666666667 0.158759340643883 129.446960449219 0 0.0204 4516405.36976035 6524049.81990627
2.39 0.3546375 18.8499736785889 22.8999996185303 0.0162999723106623 1272 479.461111111111 0.218110486865044 196.045776367188 0 0.6436 4460799.61215189 6380693.08694092
2.39 0.43387 16.9895496368408 22.8999996185303 0.0623811297118664 1342.76013183594 368.433333333333 0.451726868748665 122.04566192627 0 0.240875912408759 4519437.97870418 6209238.37464696
2.38 0.3978 15.4008226394653 21.9988212585449 0.305763423442841 840 315.477777777778 3.55376362800598 1008.3274230957 0 0 4284638.22209187 6545464.73478384
2.37 0.484066666666667 18.3247547149658 23.6130447387695 0.0244664810597897 1164 373.433333333333 0.534390211105347 185.310485839844 0.2764 0.716 4444362.05985231 6572770.2912276
2.37 0.290869230769231 19.4271221160889 22.7000007629395 0.00833324156701565 1332.16906738281 441.388888888889 0.334938108921051 304.065368652344 0 1 4422524.7396163 6417530.87047639
2.37 0.296488888888889 17.9319229125977 24.8999996185303 0.0674009695649147 1080 334.194444444444 0.813207685947418 183.317687988281 0 0.9456 4452433.92204513 6686324.49532567
2.36 0.4375 18.894588470459 23.7999992370605 0.00283380644395947 1152 432.016666666667 0.0864282771945 109.23641204834 0.006 0.9568 4566062.83483057 6556724.26791688
2.35 0.379466666666667 18.0604438781738 23 0.0129562234506011 1332 441.116666666667 0.358255207538605 181.347015380859 0 1 4450933.34163808 6312152.96696939
2.33 0.483628571428571 18.0439071655273 23.2000007629395 0.00083707325393334 1296 418.35 0.181352138519287 139.835182189941 0 0.8928 4460545.85359944 6198712.14028493
2.33 0.373 17.5821342468262 23.8999996185303 0.00160423945635557 1082.89733886719 334.761111111111 1.14532077312469 256.428619384766 0 1 4430556.61237594 6632462.62292953
2.33 0.336166666666667 18.3029747009277 22.7000007629395 0.013747381977737 1356 421.405555555556 0.386802226305008 298.601715087891 0 1 4420091.27475627 6377610.13492849
2.32 0.4395 18.4795875549316 23.6009998321533 0.00266583682969213 1135.24499511719 350.538888888889 0.338826894760132 107.480583190918 0 0.5216 4559393.60579488 6523296.23396298
2.31 0.49132 17.6433963775635 22.9503211975098 0.0107742343097925 1332 368.472222222222 0.288946837186813 127.509368896484 0 0 4500274.59100468 6213767.91993676
2.31 0.4132 18.227668762207 23.1000003814697 0.0191411543637514 1325.54162597656 437.65 0.273758843541145 149.303169250488 0 0.7572 4465249.7666954 6297129.8075771
2.31 0.523575 13.4511137008667 25.2610492706299 0.792531609535217 865.282104492188 391.905555555556 4.11671209335327 394.641815185547 0.6464 0 4280980.1794132 6495749.01445838
2.31 0.4717 17.7741107940674 23.7000007629395 0.033369816839695 1164 455.744444444444 0.257800310850143 121.13595199585 0 0.8024 4496546.38703368 6555436.12973738
2.3 0.4792 18.7053966522217 23.5 0.00487634912133217 1160.76708984375 369.066666666667 0.131520591676235 107.911197662354 0 0.6212 4560573.72303969 6489073.22862377
2.3 0.551966666666667 17.9071884155273 23.3999996185303 0.0450214110314846 1176 401.177777777778 0.247702106833458 181.694244384766 0.4368 0.5176 4472438.6673254 6531795.31974277
2.3 0.373525 18.6780567169189 23 0.00169252930209041 1284 461.377777777778 0.232534892857075 130.83137512207 0 0.8208 4500781.30362834 6334416.74208258
2.3 0.468925 18.8365325927734 24.2390327453613 0.0293968096375465 1132.27685546875 320.155555555556 0.277247220277786 85.9092330932617 0 1 4497503.29271719 6596071.23353642
2.29 0.342709090909091 18.390567779541 23 0.0323300547897816 1220.06970214844 429.677777777778 0.364383369684219 280.917495727539 0 0.8484 4437713.61701047 6502859.33280381
2.29 0.3697 18.6356334686279 23.1101474761963 0.00775451911613345 1188 436.044444444444 0.163097053766251 162.451385498047 0 1 4503025.91026967 6459965.36748565
2.29 0.412828571428571 18.486478805542 22.8915328979492 0.00312618818134069 1213.81481933594 450.577777777778 0.245536491274834 190.47541809082 0 1 4477377.76257336 6397630.58039815
2.28 0.35515 18.0683650970459 23 0.0136111583560705 1224 287.188888888889 0.311738610267639 234.854919433594 0 0.7324 4457963.70405729 6479004.96719559
