"x" "y" "NDVI" "EPTmed" "Pendiente" "LC_Bosques"
"1" 4237900.85617436 6568953.0091758 0.45484586996337 272.805982905983 0.343522938398215 0
"2" 4237387.31277941 6566095.06225119 0.444987101587302 271.245555555556 0.375177623927593 0
"3" 4236944.1926299 6563227.56292666 0.450708348665224 276.317283950617 0.336304145554702 0
"4" 4236934.30814494 6560237.52765995 0.445034414181498 278.761574074074 0.311062494913737 0
"5" 4236941.47153057 6557237.55924374 0.440961021224146 281.488734567901 0.385938704634706 0
"6" 4236948.27118224 6554237.65398098 0.427087291666667 271.789043209877 0.33173743976901 0
"7" 4236955.06953259 6551237.84439028 0.41693345127866 256.874228395062 0.24837964742134 0
"8" 4236961.86226598 6548238.44745127 0.41318183531746 262.039969135802 0.224803417921066 0
"9" 4237029.42324749 6545300.89968598 0.413060268334607 262.235620915033 0.175567501388928 0
"10" 4237183.44121302 6542237.49539481 0.390317817922818 243.476481481482 0.156988692904512 0
"11" 4237190.58272932 6539237.56901762 0.38743342039442 247.035555555556 0.155783404906591 0
"12" 4237199.34373459 6536237.73624384 0.415049356402856 244.104444444444 0.131478780011336 0
"13" 4237208.62881527 6533237.97261513 0.418783638888889 238.09537037037 0.142011860758066 0.000733333333333333
"14" 4237217.64938448 6530238.52007079 0.428011261904762 235.436666666667 0.154570414870977 0.00476
"15" 4237349.1264363 6527315.22490445 0.433536739222316 243.732905982906 0.14978505183871 0.0327184714392668
"16" 4237434.93905025 6524237.58288723 0.438877301587302 255.614351851852 0.158414794908216 0.00105807002561913
"17" 4237444.72766605 6521237.65038852 0.43362902281746 270.027546296296 0.145386895785729 0
"18" 4237454.51578873 6518237.7557408 0.430385923520924 288.621759259259 0.17968001558135 0
"19" 4237464.3028346 6515237.94376665 0.45945455026455 298.940972222222 0.198766643026223 0
"20" 4237474.08664448 6512238.37970804 0.43774534035409 301.581481481481 0.196339807938784 0
"21" 4237461.46078091 6509176.08226539 0.439976774603175 299.137333333333 0.19129537217319 0
"22" 4237682.50948275 6506237.61098749 0.410663681657848 278.591666666667 0.197042629329695 0
"23" 4237695.46618879 6503237.73723041 0.399923968253968 271.902469135803 0.218013801094559 0
"24" 4237708.51732204 6500237.85417707 0.401085934744268 269.012654320988 0.211298658202092 0
"25" 4237721.56742426 6497238.05064618 0.417281318342152 273.263580246914 0.214748115589221 0
"26" 4237734.56411481 6494238.40932127 0.402364615800866 261.139197530864 0.21944974280066 0
"27" 4237746.63512798 6491239.42626688 0.383392118205868 249.604320987654 0.243567490536306 0
"28" 4237854.68297989 6488382.11763061 0.35925518707483 246.422222222222 0.270474577588694 0
"29" 4237947.25521247 6485237.91283519 0.425022222222222 272.923611111111 0.26388283756872 0.0606996542899866
"30" 4237964.34811263 6482237.98384044 0.445826964285714 291.456944444444 0.281272998700539 0.0320645390070922
"31" 4237983.98619274 6479238.14104926 0.417007123316498 262.441666666667 0.245740240439773 0.174846765141833
"32" 4238002.03064667 6476238.76658464 0.468843535954786 281.311574074074 0.371597155928612 0.862157934544307
"33" 4238023.30051829 6473239.39867186 0.487364935064935 298.818055555556 0.275929077838858 0.858212308640256
"34" 4238040.28159915 6470272.52190624 0.456745380591631 308.752314814815 0.287291634827852 0.379028658564245
"35" 4241029.84311217 6577835.69276724 0.400699837261504 250.432098765432 0.284639001720481 0
"36" 4240475.31985983 6575079.23620697 0.423376968442186 264.06497584541 0.382875722225594 0
"37" 4239896.6509689 6572131.9686329 0.443741712784213 268.455555555556 0.383282677950086 0
"38" 4239927.46153333 6569237.273175 0.449884380511464 268.539969135802 0.375295206076569 0
"39" 4239927.46153333 6566237.27318333 0.434139513888889 265.384413580247 0.317819870801436 0
"40" 4239927.46153333 6563237.27318333 0.4428777661536 274.453858024691 0.297164844142066 0
"41" 4239927.46153333 6560237.273175 0.445789374098124 281.796759259259 0.29636708750493 0
"42" 4239927.46153333 6557237.27318333 0.448157053371012 286.230709876543 0.284052233108216 0
"43" 4239927.46153333 6554237.27318333 0.420293209475709 277.137191358025 0.274613537308243 0
"44" 4239927.46153333 6551237.27318333 0.420900738536155 260.758950617284 0.255082478953732 0
"45" 4239927.46153333 6548237.27318333 0.420346123436748 263.776080246914 0.206972383997507 0
"46" 4239927.46153333 6545237.27318333 0.404248199555075 251.172530864198 0.149531921889219 0
"47" 4239927.46153333 6542237.27318333 0.384686005044338 245.823611111111 0.126076603929202 0
"48" 4239927.46153333 6539237.27318333 0.397204959215168 245.851697530864 0.129529339571794 0
"49" 4239927.46153333 6536237.27318333 0.428988930675806 252.148302469136 0.146233900657131 0.00411111111111111
"50" 4239927.46153333 6533237.27318333 0.436281875 247.27037037037 0.141196392580039 0.0367222222222222
"51" 4239927.46153333 6530237.27318333 0.430624129789963 241.336728395062 0.140289732410262 0.107066666666667
"52" 4239927.46153333 6527237.27318333 0.423696481481481 241.621759259259 0.13769016508013 0
"53" 4239927.46153333 6524237.27318333 0.440241625666001 247.272067901235 0.172951705339882 0.0183444444444444
"54" 4239927.46153333 6521237.27318333 0.413049484126984 262.704320987654 0.234397598128352 0
"55" 4239927.46153333 6518237.273175 0.412843136022928 277.654475308642 0.2142590381619 0
"56" 4239927.46153333 6515237.27318333 0.431610518077601 291.065740740741 0.24027630334927 0
"57" 4239927.46153333 6512237.273175 0.44691378968254 301.016203703704 0.241478086138765 0
"58" 4239927.46153333 6509237.27318333 0.439054480218855 295.415895061728 0.205003355836703 0
"59" 4239927.46153333 6506237.27318333 0.417282430856181 277.275771604938 0.220098063349724 0
"60" 4239927.46153333 6503237.27318333 0.404671151895944 269.254783950617 0.261286721254389 0
"61" 4239927.46153333 6500237.27318333 0.412255139991182 274.176080246914 0.234561538530721 0.00963333333333333
"62" 4239927.46153333 6497237.27318333 0.417439013108805 272.17700617284 0.246305183404022 0
"63" 4239927.46153333 6494237.27318333 0.415399834656085 259.216820987654 0.271433949884441 0.00697777777777778
"64" 4239927.46153333 6491237.27318333 0.416533687670354 264.864660493827 0.232454819811715 0.0362444444444444
"65" 4239927.46153333 6488237.27318333 0.429076866690408 265.047530864198 0.294507363604175 0.0602666666666667
"66" 4239927.46153333 6485237.27318333 0.454733132716049 275.914660493827 0.272004794536365 0.140355555555556
"67" 4239927.46153333 6482237.27318333 0.451765475589226 297.126697530864 0.278728297601144 0.0648111111111111
"68" 4239927.46153333 6479237.27318333 0.446001855559564 279.937191358025 0.276121876926886 0.354544444444444
"69" 4239927.46153333 6476237.27318333 0.485760169753086 292.908333333333 0.225910984393623 0.736133333333333
"70" 4239927.46153333 6473237.27318333 0.477947380952381 297.849845679012 0.285591299542122 0.6182
"71" 4239928.38590577 6470261.88343401 0.449361585097002 305.575308641975 0.276609251275659 0.195214092540683
"72" 4244089.79318574 6586543.53643051 0.432831587301587 268.137037037037 0.255764827132225 0
"73" 4243583.84191961 6584101.78838608 0.415575498866213 261.107671957672 0.331477224117234 0
"74" 4243066.07083652 6581156.85892763 0.387055886243386 250.411616161616 0.350108282809908 0
"75" 4242885.39133419 6578268.5828929 0.403430826898327 256.868318318318 0.433316947640599 0
"76" 4242927.46153333 6575237.27318333 0.395541519976937 266.270833333333 0.444745388295915 0
"77" 4242927.46153333 6572237.27318333 0.417031782958554 262.843209876543 0.386691574214233 0
"78" 4242927.46153333 6569237.273175 0.44361811537999 271.225308641975 0.349719432493051 0
"79" 4242927.46153333 6566237.27318333 0.450459641354016 279.301697530864 0.292965063204368 0
"80" 4242927.46153333 6563237.27318333 0.430153206569665 269.496296296296 0.263691449641354 0
"81" 4242927.46153333 6560237.273175 0.438457778317362 276.701234567901 0.245648009081682 0.00204444444444444
"82" 4242927.46153333 6557237.27318333 0.43812552198573 277.113580246914 0.234241834738188 0
"83" 4242927.46153333 6554237.27318333 0.420781947450697 270.887808641975 0.248134700581431 0
"84" 4242927.46153333 6551237.27318333 0.416988941290191 260.340277777778 0.231573482768403 0
"85" 4242927.46153333 6548237.27318333 0.426530775320359 266.710339506173 0.190769007739921 0
"86" 4242927.46153333 6545237.27318333 0.412484887566138 252.331327160494 0.214614841259188 0
"87" 4242927.46153333 6542237.27318333 0.419057339365881 252.781790123457 0.164953497548898 0
"88" 4242927.46153333 6539237.27318333 0.410802740400032 248.016358024691 0.17606901936233 0
"89" 4242927.46153333 6536237.27318333 0.423899188712522 249.665586419753 0.165245559687416 0.0113555555555556
"90" 4242927.46153333 6533237.27318333 0.444048671737213 262.000617283951 0.178856088158985 0.0185555555555556
"91" 4242927.46153333 6530237.27318333 0.421142291666667 251.053858024691 0.199674872060617 0.00318888888888889
"92" 4242927.46153333 6527237.27318333 0.427669826438993 250.405709876543 0.17462399115579 0
"93" 4242927.46153333 6524237.27318333 0.401448887786596 246.181172839506 0.153032364323735 0
"94" 4242927.46153333 6521237.27318333 0.377276276455026 235.874228395062 0.187709436958863 0
"95" 4242927.46153333 6518237.273175 0.397459739057239 255.896604938272 0.292248758797844 0
"96" 4242927.46153333 6515237.27318333 0.427788587962963 284.844135802469 0.20085280492074 0
"97" 4242927.46153333 6512237.273175 0.438625135882636 295.931944444444 0.215113479333619 0
"98" 4242927.46153333 6509237.27318333 0.42230114698573 282.843364197531 0.237222576306926 0
