x	y	RindeSoja	Elevacion	CEa30	CEa90	RindeMaiz	NDVI_1	NDVI_2	NDVI_3
509651.469	6290484.516	5.74959	137.16	56.7619	50.9572	3.86968	0.347826	0.462806	0.142857
509671.469	6290484.516	5.07498	137.177	55.458	50.4104	4.03388	0.311828	0.410983	0.138614
509691.469	6290484.516	4.66893	137.278	55.4127	51.2902	4.13249	0.304348	0.422439	0.133005
509711.469	6290484.516	4.01252	137.466	52.8273	47.7073	3.95522	0.304348	0.422439	0.133005
509731.469	6290484.516	2.19041	137.639	48.9572	43.5375	3.65711	0.304348	0.432083	0.137255
509751.469	6290484.516	2.4007	137.74	48.8039	41.7654	3.27473	0.340426	0.45713	0.121951
509771.469	6290484.516	2.40349	137.566	52.4588	45.3641	2.79973	0.340426	0.45713	0.131707
509791.469	6290484.516	4.25914	137.378	55.915	51.0442	2.02037	0.361702	0.484301	0.125
509811.469	6290484.516	4.71382	137.28	58.0505	53.245	2.18104	0.376344	0.482121	0.127451
509831.469	6290484.516	4.39115	137.279	56.8587	50.7236	1.61352	0.376344	0.482121	0.138614
509851.469	6290484.516	4.26239	137.313	54.9824	49.4775	1.62064	0.406593	0.466173	0.142857
509871.469	6290484.516	2.72079	137.42	54.7837	49.808	1.41686	0.44898	0.367288	0.135678
509891.469	6290484.516	2.79386	137.583	53.6465	48.42	1.37667	0.44898	0.367288	0.124378
509271.469	6290464.516	1.94081	139.561	47.3583	40.3964	1.06307	0.302326	0.432933	0.135593
509291.469	6290464.516	2.38346	139.226	46.8149	41.7903	1.11676	0.302326	0.432933	0.127962
509311.469	6290464.516	2.58435	138.967	48.1769	42.7871	1.24445	0.333333	0.452799	0.119617
509331.469	6290464.516	2.95849	138.791	50.2997	45.1604	1.34325	0.333333	0.455297	0.126214
509351.469	6290464.516	3.13288	138.703	49.7351	43.971	1.27951	0.333333	0.455297	0.147059
509371.469	6290464.516	2.87104	138.508	48.3896	41.828	2.31462	0.326087	0.45734	0.141463
509391.469	6290464.516	3.01891	138.324	47.0047	41.0987	3.34533	0.340659	0.464469	0.126214
509411.469	6290464.516	3.68609	138.128	47.3577	42.4515	3.99387	0.340659	0.464469	0.130435
509431.469	6290464.516	4.10683	137.987	49.2072	45.2561	4.2313	0.363636	0.475797	0.131707
509451.469	6290464.516	3.9651	137.896	50.5129	45.7017	3.37835	0.363636	0.487263	0.126214
509471.469	6290464.516	4.21389	137.855	48.2425	44.0692	2.99915	0.363636	0.487263	0.131707
509491.469	6290464.516	4.34701	137.889	48.3579	43.5671	3.34652	0.348315	0.470009	0.135922
509511.469	6290464.516	3.85849	137.984	49.6113	45.2361	3.8832	0.318681	0.447607	0.149758
509531.469	6290464.516	3.77719	138.121	49.139	44.9007	4.23842	0.318681	0.447607	0.144231
509551.469	6290464.516	3.25726	138.191	47.7365	43.338	4.3112	0.311828	0.42367	0.131707
509571.469	6290464.516	2.16351	138.061	48.2155	43.573	4.3724	0.376344	0.442545	0.131707
509591.469	6290464.516	3.64898	137.791	48.9517	45.623	3.84149	0.376344	0.442545	0.130435
509611.469	6290464.516	4.4754	137.552	52.7435	48.6839	3.33645	0.406593	0.490725	0.130435
509631.469	6290464.516	4.68315	137.358	56.4212	51.4692	3.46162	0.347826	0.462806	0.131707
509651.469	6290464.516	4.49873	137.32	54.3321	49.2984	3.74292	0.347826	0.462806	0.137255
509671.469	6290464.516	3.77217	137.396	50.5181	47.1588	4.07159	0.311828	0.410983	0.137255
509691.469	6290464.516	4.12156	137.565	49.0315	46.8338	4.13793	0.304348	0.422439	0.121951
509711.469	6290464.516	3.14374	137.822	46.5805	44.3309	4.35846	0.304348	0.422439	0.127451
509731.469	6290464.516	2.28373	137.966	45.4199	42.15	4.2499	0.304348	0.432083	0.127451
509751.469	6290464.516	1.74405	137.969	45.9445	40.9349	3.72399	0.340426	0.45713	0.131707
509771.469	6290464.516	3.62881	137.651	51.247	45.5075	3.99261	0.340426	0.45713	0.126214
509791.469	6290464.516	5.55758	137.378	56.4173	52.2169	3.72434	0.361702	0.484301	0.126214
509811.469	6290464.516	5.82695	137.227	57.4372	54.8378	2.75554	0.376344	0.482121	0.137255
509831.469	6290464.516	5.30234	137.167	56.0771	50.7109	1.99427	0.376344	0.482121	0.142857
509851.469	6290464.516	4.93249	137.16	54.2265	48.4169	1.97897	0.406593	0.466173	0.137255
509871.469	6290464.516	3.44967	137.237	53.856	49.0462	1.47414	0.44898	0.367288	0.118812
509891.469	6290464.516	4.52266	137.407	55.3054	48.9206	1.83797	0.44898	0.367288	0.128713
509271.469	6290444.516	2.05164	139.798	45.8706	39.5144	1.15316	0.285714	0.433506	0.142857
509291.469	6290444.516	2.5615	139.47	46.5464	41.4198	1.02761	0.285714	0.433506	0.122642
509311.469	6290444.516	3.0727	139.182	47.6965	42.6136	0.91059	0.301205	0.454889	0.120773
509331.469	6290444.516	3.16552	138.96	48.1937	44.1738	0.939647	0.317647	0.44483	0.135922
509351.469	6290444.516	3.18953	138.798	48.2831	42.4881	1.57395	0.317647	0.44483	0.140097
509371.469	6290444.516	3.05492	138.494	48.7904	41.0079	2.81623	0.348315	0.466622	0.130435
509391.469	6290444.516	3.43912	138.254	50.079	41.4954	3.17028	0.372093	0.490503	0.126214
509411.469	6290444.516	3.96717	138.066	51.2309	44.3887	2.87557	0.372093	0.490503	0.130435
509431.469	6290444.516	4.08124	137.957	53.8567	47.1193	3.01477	0.348837	0.503832	0.135922
509451.469	6290444.516	3.99839	137.873	54.5206	46.5088	2.77736	0.364706	0.502198	0.135922
509471.469	6290444.516	3.95287	137.836	52.4386	44.5241	2.41086	0.364706	0.502198	0.137255
509491.469	6290444.516	4.01906	137.867	52.2862	43.866	2.87158	0.372093	0.460962	0.145631
509511.469	6290444.516	4.24222	137.969	51.6838	46.0695	3.69187	0.333333	0.437413	0.144231
509531.469	6290444.516	4.35132	138.08	49.7117	44.8111	3.96665	0.333333	0.437413	0.135922
509551.469	6290444.516	4.07742	138.157	47.4499	42.9102	3.49369	0.318681	0.428552	0.131707
509571.469	6290444.516	4.05238	138.008	47.4491	44.099	3.91571	0.355556	0.475627	0.140097
509591.469	6290444.516	3.99291	137.785	49.5169	46.5007	4.13308	0.355556	0.475627	0.125
509611.469	6290444.516	4.7696	137.611	52.9497	48.7577	3.26357	0.37931	0.514212	0.130435
509631.469	6290444.516	4.90553	137.485	54.4302	51.3501	3.48277	0.325843	0.454942	0.141463
509651.469	6290444.516	4.83692	137.514	52.5092	48.3169	3.8495	0.325843	0.454942	0.142857
509671.469	6290444.516	4.22869	137.682	47.3273	44.2684	4.42795	0.274725	0.413261	0.131707
509691.469	6290444.516	3.58977	137.919	45.3156	43.5807	4.47765	0.266667	0.409745	0.121951
509711.469	6290444.516	2.70079	138.219	44.7776	41.4336	4.17284	0.266667	0.409745	0.127451
509731.469	6290444.516	2.22732	138.281	45.1223	41.1674	3.27874	0.282609	0.422416	0.123153
509751.469	6290444.516	3.13076	138.156	45.9346	40.8643	3.67742	0.340426	0.438634	0.133005
509771.469	6290444.516	3.84718	137.709	49.0091	45.4452	3.88698	0.340426	0.438634	0.131707
509791.469	6290444.516	5.03591	137.365	53.5486	52.4389	3.84463	0.397849	0.469656	0.131707
509811.469	6290444.516	4.77229	137.17	56.2565	55.0066	3.88507	0.431579	0.505575	0.142857
509831.469	6290444.516	5.14936	137.055	55.1543	50.4371	3.74336	0.431579	0.505575	0.141463
509851.469	6290444.516	5.332	137.006	53.3671	48.1384	3.59969	0.443299	0.511856	0.142857
509871.469	6290444.516	4.24073	137.057	54.4489	48.9919	2.91819	0.504762	0.328239	0.123153
509891.469	6290444.516	4.47231	137.214	55.9809	49.46	2.13329	0.504762	0.328239	0.117647
509271.469	6290424.516	1.80622	139.908	45.8867	39.292	0.980524	0.292683	0.421563	0.138889
509291.469	6290424.516	2.05345	139.673	45.8197	40.6138	0.908389	0.292683	0.421563	0.122642
509311.469	6290424.516	2.5001	139.381	47.3079	42.1595	0.873241	0.291139	0.445637	0.130435
509331.469	6290424.516	2.56964	139.138	47.577	43.5665	0.925934	0.317073	0.438144	0.134615
509351.469	6290424.516	2.96521	138.907	48.1587	42.1392	1.25368	0.317073	0.438144	0.134615
509371.469	6290424.516	3.33218	138.515	49.3596	41.3429	2.86896	0.348837	0.448526	0.130435
509391.469	6290424.516	3.69508	138.215	50.9313	42.7312	2.64132	0.372093	0.475648	0.131707
509411.469	6290424.516	4.42865	138.019	53.8913	46.151	1.52628	0.372093	0.475648	0.131707
509431.469	6290424.516	4.79462	137.934	55.6818	48.116	2.16638	0.364706	0.518318	0.141463
509451.469	6290424.516	4.53948	137.855	55.5184	48.0381	2.21844	0.373494	0.529276	0.135922
509471.469	6290424.516	4.20103	137.818	54.7804	44.7997	2.35168	0.373494	0.529276	0.140097
509491.469	6290424.516	3.91309	137.853	54.3332	44.5142	2.47784	0.364706	0.476133	0.144231
509511.469	6290424.516	3.14618	137.962	54.5887	46.3998	3.22727	0.325843	0.443815	0.148325
509531.469	6290424.516	3.07005	138.078	52.7853	44.1492	3.55075	0.325843	0.443815	0.141463
509551.469	6290424.516	3.34504	138.145	49.9426	42.136	3.69447	0.318182	0.431204	0.137255
509571.469	6290424.516	3.733	138.016	50.3474	44.0969	4.07367	0.341176	0.472591	0.135922
509591.469	6290424.516	4.21966	137.852	53.1296	46.4465	3.9749	0.341176	0.472591	0.131707
509611.469	6290424.516	4.56983	137.714	54.342	48.3354	2.93478	0.364706	0.511033	0.127451
509631.469	6290424.516	4.62512	137.661	55.5246	50.7386	2.61666	0.310345	0.442733	0.142857
509651.469	6290424.516	4.0506	137.738	51.8614	47.6391	2.8909	0.310345	0.442733	0.142857
509671.469	6290424.516	4.02233	137.993	46.471	43.4678	4.161	0.258427	0.406924	0.137255
509691.469	6290424.516	3.15559	138.296	44.6609	41.7986	4.42865	0.244444	0.383642	0.126214
509711.469	6290424.516	1.64165	138.621	45.5188	41.2436	4.34965	0.244444	0.383642	0.127451
509731.469	6290424.516	1.58453	138.583	46.7071	41.392	3.6759	0.266667	0.396036	0.126214
509751.469	6290424.516	3.16571	138.302	46.5937	41.012	4.91891	0.326087	0.407584	0.127451
509771.469	6290424.516	4.32446	137.764	49.0472	45.2905	4.52478	0.326087	0.407584	0.131707
509791.469	6290424.516	4.95107	137.355	54.3154	51.3401	4.29281	0.397849	0.441984	0.131707
509811.469	6290424.516	5.00496	137.113	56.4757	54.0696	4.14731	0.44898	0.515432	0.134328
509831.469	6290424.516	4.78501	136.948	56.2409	51.3529	4.21722	0.44898	0.515432	0.142857
509851.469	6290424.516	4.84817	136.861	55.507	49.5203	4.25286	0.475728	0.540038	0.128713
509871.469	6290424.516	4.09598	136.872	55.8232	50.1243	3.39653	0.563636	0.304348	0.134328
509891.469	6290424.516	5.10104	137.003	56.4563	50.7135	2.66644	0.563636	0.304348	0.133005
509251.469	6290404.516	2.14518	140.21	49.3844	39.7897	0.912094	0.292683	0.422337	0.119048
509271.469	6290404.516	1.83272	139.999	45.4043	39.3486	0.900238	0.292683	0.421563	0.13615
509291.469	6290404.516	2.03379	139.791	45.781	40.2343	0.860706	0.292683	0.421563	0.129187
509311.469	6290404.516	2.202	139.497	47.3058	41.8724	0.873971	0.291139	0.445637	0.134615
509331.469	6290404.516	2.17218	139.278	48.999	43.0884	0.894284	0.317073	0.438144	0.134615
509351.469	6290404.516	2.62129	139.009	49.7002	42.4318	1.0189	0.317073	0.438144	0.130435
509371.469	6290404.516	2.94299	138.615	49.5016	42.339	1.69476	0.348837	0.448526	0.130435
509391.469	6290404.516	3.76736	138.279	51.1528	43.9344	2.10598	0.372093	0.475648	0.125
509411.469	6290404.516	4.38358	138.058	53.1587	46.8324	1.31045	0.372093	0.475648	0.135922
509431.469	6290404.516	4.85749	137.934	54.7305	47.6818	1.76722	0.364706	0.518318	0.141463
509451.469	6290404.516	4.4994	137.843	52.6602	47.2483	1.67907	0.373494	0.529276	0.141463
509471.469	6290404.516	4.24648	137.817	50.9359	44.5138	1.66061	0.373494	0.529276	0.135922
509491.469	6290404.516	4.33544	137.858	53.1442	45.3479	2.11397	0.364706	0.476133	0.144231
509511.469	6290404.516	4.29598	137.981	53.5384	46.3176	3.37586	0.325843	0.443815	0.144231
509531.469	6290404.516	4.12613	138.125	52.1217	43.6181	3.70055	0.325843	0.443815	0.137255
509551.469	6290404.516	4.21497	138.185	49.4387	41.9332	3.88298	0.318182	0.431204	0.126214
509571.469	6290404.516	4.21557	138.088	50.587	43.9146	3.6079	0.341176	0.472591	0.131707
509591.469	6290404.516	4.01038	137.948	52.7408	45.2006	2.71217	0.341176	0.472591	0.127451
509611.469	6290404.516	4.21901	137.836	55.4129	47.811	2.50911	0.364706	0.511033	0.131707
509631.469	6290404.516	4.02017	137.828	58.1302	50.641	1.93918	0.310345	0.442733	0.131707
509651.469	6290404.516	3.21213	137.985	53.4362	46.7257	1.91985	0.310345	0.442733	0.137255
509671.469	6290404.516	3.10068	138.306	47.7154	42.4241	3.10882	0.258427	0.406924	0.137255
509691.469	6290404.516	2.09518	138.672	46.4485	40.8097	3.66538	0.244444	0.383642	0.131707
509711.469	6290404.516	1.6651	138.974	46.5574	40.6651	3.69069	0.244444	0.383642	0.131707
509731.469	6290404.516	1.98799	138.856	46.437	40.9868	3.30037	0.266667	0.396036	0.119617
509751.469	6290404.516	2.54741	138.425	46.4725	41.0291	4.10237	0.326087	0.407584	0.130435
509771.469	6290404.516	4.27017	137.83	49.5404	44.9415	4.59262	0.326087	0.407584	0.131707
509791.469	6290404.516	4.72162	137.359	53.4065	49.6918	4.76675	0.397849	0.441984	0.126214
509811.469	6290404.516	5.26843	137.065	55.4481	52.2837	4.53929	0.44898	0.515432	0.142857
509831.469	6290404.516	5.416	136.86	57.0442	51.6444	5.10383	0.44898	0.515432	0.144279
509851.469	6290404.516	5.25305	136.75	57.1136	52.1946	4.41873	0.475728	0.540038	0.13
509871.469	6290404.516	5.00705	136.714	56.8065	52.5614	2.717	0.563636	0.304348	0.138614
509251.469	6290384.516	2.19971	140.124	49.1542	40.8046	0.93523	0.285714	0.428601	0.12605
509271.469	6290384.516	1.95048	140.009	45.2684	39.6218	0.865843	0.259259	0.438937	0.132075
509291.469	6290384.516	1.95192	139.841	45.0465	40.5281	0.816873	0.259259	0.438937	0.129187
509311.469	6290384.516	1.63935	139.569	45.946	41.3933	0.905471	0.282051	0.438346	0.129187
509331.469	6290384.516	1.99254	139.376	47.8383	42.2584	0.94014	0.308642	0.436202	0.134615
509351.469	6290384.516	2.69367	139.123	48.7648	42.5785	0.949134	0.308642	0.436202	0.125
509371.469	6290384.516	3.36615	138.768	50.0429	42.7578	1.10127	0.333333	0.430092	0.125
509391.469	6290384.516	4.07593	138.428	51.2713	44.216	1.41306	0.349398	0.467098	0.125
509411.469	6290384.516	4.5469	138.144	52.7406	46.3514	1.37726	0.349398	0.467098	0.135922
509431.469	6290384.516	4.6344	137.958	52.7455	47.511	1.46724	0.364706	0.52668	0.135922
509451.469	6290384.516	4.4568	137.853	51.4435	47.2571	1.22101	0.364706	0.529063	0.137255
509471.469	6290384.516	4.28396	137.843	51.5295	44.5847	0.999261	0.364706	0.529063	0.140097
509491.469	6290384.516	4.58503	137.896	52.1319	46.1219	1.37558	0.341176	0.475266	0.153846
509511.469	6290384.516	4.73879	138.029	51.6485	44.4038	2.58522	0.310345	0.432469	0.149758
509531.469	6290384.516	4.41031	138.223	49.3535	41.8829	3.60476	0.310345	0.432469	0.127451
509551.469	6290384.516	4.03658	138.292	48.3656	41.1275	3.34897	0.310345	0.44247	0.133005
509571.469	6290384.516	3.83729	138.226	48.6325	42.9107	3.43615	0.317647	0.475438	0.126214
509591.469	6290384.516	3.82553	138.083	50.0535	43.9498	2.74249	0.317647	0.475438	0.126214
509611.469	6290384.516	4.08476	137.983	54.6269	47.8414	1.68009	0.317073	0.509133	0.135922
509631.469	6290384.516	3.6626	138.016	56.3889	49.8002	2.09759	0.302326	0.442651	0.141463
509651.469	6290384.516	3.28337	138.226	51.2048	46.3954	3.14557	0.302326	0.442651	0.142857
509671.469	6290384.516	2.78238	138.593	47.2299	41.9037	3.3269	0.25	0.411927	0.137255
509691.469	6290384.516	2.2989	139.022	45.8218	40.0603	3.18933	0.235955	0.40377	0.133005
509711.469	6290384.516	2.1334	139.274	45.7053	39.693	2.91917	0.235955	0.40377	0.126214
509731.469	6290384.516	2.4538	139.073	45.3811	39.836	3.09889	0.272727	0.404646	0.119617
509751.469	6290384.516	2.87785	138.537	46.3455	41.16	4.09396	0.318182	0.409953	0.129187
509771.469	6290384.516	3.62407	137.932	48.2815	44.8896	4.32642	0.318182	0.409953	0.138756
509791.469	6290384.516	4.32429	137.424	50.4812	47.4326	4.57003	0.406593	0.429547	0.125
509811.469	6290384.516	4.80219	137.066	52.6299	50.4908	3.9072	0.434343	0.501214	0.135922
509831.469	6290384.516	5.41884	136.824	55.6103	52.6835	4.52748	0.434343	0.501214	0.142857
509851.469	6290384.516	5.28972	136.688	58.2569	53.8408	4.99102	0.490566	0.509615	0.13
509871.469	6290384.516	5.94627	136.613	58.3196	54.1698	2.562	0.596491	0.28428	0.147059
509251.469	6290364.516	2.46446	139.912	48.4239	40.9865	1.00465	0.340659	0.371769	0.131579
509271.469	6290364.516	2.01638	139.934	47.1143	40.6122	0.871723	0.325843	0.407774	0.133333
509291.469	6290364.516	2.24234	139.846	46.5107	41.1406	0.890921	0.325843	0.407774	0.130435
509311.469	6290364.516	1.94798	139.632	44.7861	41.1288	0.987521	0.341176	0.416977	0.134615
509331.469	6290364.516	1.9942	139.462	45.084	41.6441	1.00871	0.309524	0.42547	0.12381
509351.469	6290364.516	2.72712	139.241	47.8957	42.7303	1.02051	0.309524	0.42547	0.130435
509371.469	6290364.516	2.9425	138.942	49.4841	42.9626	0.9822	0.309524	0.434208	0.134615
509391.469	6290364.516	3.78423	138.599	50.5949	43.8648	1.46196	0.349398	0.467874	0.134615
509411.469	6290364.516	4.33498	138.252	50.6925	45.1936	1.45917	0.349398	0.467874	0.135922
509431.469	6290364.516	4.37172	138.015	52.1145	47.0105	1.4556	0.357143	0.517453	0.131707
509451.469	6290364.516	4.49781	137.898	54.5308	47.9863	1.65548	0.333333	0.501399	0.137255
509471.469	6290364.516	4.41049	137.89	54.188	46.2126	2.00681	0.333333	0.501399	0.145631
509491.469	6290364.516	4.57404	137.969	52.9106	46.0009	2.32881	0.309524	0.442465	0.148325
509511.469	6290364.516	4.33455	138.132	48.4794	42.8347	2.51625	0.277108	0.417744	0.149758
509531.469	6290364.516	3.93766	138.377	46.8637	41.091	2.96725	0.277108	0.417744	0.137255
509551.469	6290364.516	3.37058	138.474	48.0177	41.4193	2.69688	0.294118	0.445301	0.131707
509571.469	6290364.516	3.59631	138.428	50.4619	42.2865	2.79044	0.325	0.478267	0.126214
509591.469	6290364.516	3.84814	138.267	52.0969	43.1657	2.73395	0.325	0.478267	0.130435
509611.469	6290364.516	3.76109	138.159	55.0668	47.0354	1.54964	0.316456	0.488536	0.131707
509631.469	6290364.516	3.63895	138.232	55.0221	48.3546	1.55747	0.27907	0.444925	0.137255
509651.469	6290364.516	3.10427	138.489	49.8499	44.5635	1.96307	0.27907	0.444925	0.137255
509671.469	6290364.516	2.68985	138.889	45.6536	40.9775	3.07405	0.244444	0.422168	0.133005
509691.469	6290364.516	2.46346	139.341	44.4585	39.315	3.0075	0.235955	0.412232	0.123153
509711.469	6290364.516	2.53318	139.47	44.0494	39.1728	2.85978	0.235955	0.412232	0.123153
509731.469	6290364.516	2.35389	139.217	45.2504	39.2366	2.75917	0.258427	0.409864	0.125
509751.469	6290364.516	3.0706	138.636	47.4304	41.5837	2.72657	0.295455	0.414073	0.118483
509771.469	6290364.516	3.91049	138.046	48.8941	44.8037	3.31252	0.295455	0.414073	0.138756
509791.469	6290364.516	3.79724	137.524	48.8794	46.1408	4.19234	0.355556	0.442534	0.135922
509811.469	6290364.516	4.89444	137.114	51.1803	49.4064	4.03252	0.416667	0.483114	0.135922
509831.469	6290364.516	5.64913	136.845	55.5254	53.8408	4.81008	0.416667	0.483114	0.137255
509851.469	6290364.516	5.57557	136.677	58.0705	54.824	5.87977	0.5	0.419022	0.144279
509871.469	6290364.516	6.07882	136.577	59.4952	55.1112	3.63963	0.603448	0.235914	0.145631
509251.469	6290344.516	1.44183	139.723	50.101	41.9269	1.03736	0.340659	0.371769	0.132743
509271.469	6290344.516	1.38556	139.831	48.2605	42.2102	1.0205	0.325843	0.407774	0.118483
509291.469	6290344.516	1.43731	139.837	48.512	42.6476	1.05275	0.325843	0.407774	0.126214
509311.469	6290344.516	1.72321	139.71	47.5595	41.6868	1.14997	0.341176	0.416977	0.130435
509331.469	6290344.516	1.86412	139.557	47.2703	42.27	1.10901	0.309524	0.42547	0.130435
509351.469	6290344.516	2.27953	139.35	48.6793	42.6218	1.03506	0.309524	0.42547	0.130435
509371.469	6290344.516	3.03171	139.087	49.9729	43.0845	0.923278	0.309524	0.434208	0.126214
509391.469	6290344.516	3.26412	138.751	49.3902	42.7582	0.865697	0.349398	0.467874	0.130435
509411.469	6290344.516	3.88747	138.365	49.5191	44.2212	0.936667	0.349398	0.467874	0.130435
509431.469	6290344.516	4.12865	138.113	52.9211	46.8857	1.19642	0.357143	0.517453	0.135922
509451.469	6290344.516	4.53205	137.998	55.5789	48.693	1.45821	0.333333	0.501399	0.135922
509471.469	6290344.516	4.42854	138	55.1755	46.8988	1.64915	0.333333	0.501399	0.140097
509491.469	6290344.516	4.47623	138.114	51.0128	45.3703	2.60495	0.309524	0.442465	0.153846
509511.469	6290344.516	4.02641	138.338	47.1963	42.009	2.89587	0.277108	0.417744	0.141463
509531.469	6290344.516	3.70496	138.627	46.8949	41.3138	2.69473	0.277108	0.417744	0.137255
509551.469	6290344.516	3.089	138.732	49.3472	42.3767	2.40791	0.294118	0.445301	0.131707
509571.469	6290344.516	3.69374	138.695	51.7954	43.0753	2.3917	0.325	0.478267	0.131707
509591.469	6290344.516	3.33471	138.537	52.501	43.5157	1.59422	0.325	0.478267	0.135922
509611.469	6290344.516	2.8847	138.432	52.7334	46.0139	0.873301	0.316456	0.488536	0.137255
509631.469	6290344.516	2.76391	138.511	51.8059	45.9902	1.18606	0.27907	0.444925	0.137255
509651.469	6290344.516	2.49685	138.819	48.1662	43.2577	1.47843	0.27907	0.444925	0.137255
509671.469	6290344.516	2.06181	139.227	45.8473	40.2038	2.74694	0.244444	0.422168	0.142857
509691.469	6290344.516	2.07235	139.668	43.8793	38.7166	2.81403	0.235955	0.412232	0.116505
509711.469	6290344.516	2.03733	139.632	44.2631	38.6367	3.10902	0.235955	0.412232	0.121951
509731.469	6290344.516	2.30065	139.321	45.6965	39.3947	3.07136	0.258427	0.409864	0.125
509751.469	6290344.516	2.92065	138.722	47.8672	42.4719	2.36043	0.295455	0.414073	0.134615
509771.469	6290344.516	3.49704	138.152	48.9049	44.6186	3.05933	0.295455	0.414073	0.134615
509791.469	6290344.516	4.24967	137.631	48.5475	44.7795	3.73942	0.355556	0.442534	0.140097
509811.469	6290344.516	4.88148	137.203	52.4336	50.0101	3.86992	0.416667	0.483114	0.144231
509831.469	6290344.516	5.28861	136.91	56.3774	53.7699	4.8459	0.416667	0.483114	0.131707
509851.469	6290344.516	5.66585	136.725	59.5127	55.3041	4.31464	0.5	0.419022	0.138614
509871.469	6290344.516	5.67608	136.585	60.4071	55.3941	5.13999	0.603448	0.235914	0.147059
509311.469	6290324.516	1.16732	139.794	51.0878	43.6128	1.33731	0.346154	0.318822	0.138756
509331.469	6290324.516	1.44609	139.695	51.4459	43.2363	1.21354	0.36	0.34075	0.129187
509351.469	6290324.516	1.56678	139.492	50.8748	42.7754	1.07902	0.36	0.34075	0.125
509371.469	6290324.516	1.87788	139.213	49.5892	42.4024	0.975575	0.347368	0.372966	0.131707
509391.469	6290324.516	1.89453	138.908	48.8902	41.4785	0.872595	0.370787	0.417383	0.120773
509411.469	6290324.516	2.78722	138.497	51.0934	43.2488	0.969642	0.370787	0.417383	0.126214
509431.469	6290324.516	3.48946	138.255	54.6401	47.2911	1.15392	0.341176	0.458767	0.131707
509451.469	6290324.516	3.96695	138.163	55.404	48.3368	1.32143	0.325301	0.461378	0.141463
509471.469	6290324.516	3.84509	138.182	54.1478	46.8882	1.20177	0.325301	0.461378	0.149758
509491.469	6290324.516	3.84608	138.33	51.3186	44.7754	1.87053	0.3	0.443266	0.149758
509511.469	6290324.516	3.13104	138.597	49.084	42.4891	1.9066	0.25	0.432535	0.131707
509531.469	6290324.516	2.54549	138.898	48.6237	42.634	1.38764	0.25	0.432535	0.120773
509551.469	6290324.516	2.67953	138.984	49.1493	43.7763	1.20162	0.283951	0.44404	0.130435
509571.469	6290324.516	3.06001	138.938	49.8552	43.8728	1.11618	0.298701	0.465693	0.126214
509591.469	6290324.516	2.63746	138.793	50.0705	43.7986	1.14811	0.298701	0.465693	0.127451
509611.469	6290324.516	2.59159	138.705	48.9731	44.9113	0.818366	0.291139	0.451672	0.127451
509631.469	6290324.516	2.11585	138.791	47.5463	44.1595	1.01831	0.253012	0.430507	0.133005
509651.469	6290324.516	2.33369	139.146	46.388	42.2668	1.77118	0.253012	0.430507	0.133005
509671.469	6290324.516	2.07081	139.524	44.6008	39.7216	2.15066	0.255814	0.417906	0.133005
509691.469	6290324.516	2.12583	139.89	43.2122	38.5292	2.06684	0.264368	0.405082	0.121951
509711.469	6290324.516	1.92297	139.736	43.6066	38.4825	2.51441	0.264368	0.405082	0.120773
509731.469	6290324.516	2.16496	139.344	44.748	39.7669	2.54876	0.27907	0.401014	0.12381
509751.469	6290324.516	2.95671	138.761	47.6167	43.0526	2.14257	0.309524	0.410823	0.134615
509771.469	6290324.516	3.2065	138.207	49.0352	44.1588	2.29437	0.309524	0.410823	0.134615
509791.469	6290324.516	4.08302	137.697	49.7783	44.3328	2.77734	0.348837	0.437741	0.134615
509811.469	6290324.516	4.82827	137.281	53.5579	50.5394	2.73687	0.391304	0.455349	0.135922
509831.469	6290324.516	5.18083	136.981	57.6934	52.9074	4.12854	0.391304	0.455349	0.123153
509851.469	6290324.516	5.00334	136.779	59.8677	53.7943	3.35763	0.495146	0.320136	0.128713
509871.469	6290324.516	5.67734	136.643	60.6266	54.2914	6.0228	0.6	0.204623	0.142857
509411.469	6290304.516	1.62732	138.721	53.0448	43.413	0.95582	0.403509	0.310533	0.133333
509431.469	6290304.516	1.88509	138.491	55.9998	47.3223	0.830643	0.405405	0.329704	0.134615
509451.469	6290304.516	2.47023	138.425	55.8761	47.4351	0.95744	0.425926	0.349917	0.138756
509471.469	6290304.516	2.76325	138.455	53.7769	45.4409	1.09502	0.425926	0.349917	0.142857
509491.469	6290304.516	3.0694	138.633	50.9947	44.5944	1.15376	0.417476	0.370881	0.144231
509511.469	6290304.516	2.72689	138.887	50.0503	43.354	1.03098	0.382979	0.378267	0.137255
509531.469	6290304.516	2.18691	139.122	50.0932	43.726	1.08453	0.382979	0.378267	0.126214
509551.469	6290304.516	2.55968	139.214	49.36	44.1544	1.05313	0.325843	0.402219	0.135922
509571.469	6290304.516	2.22875	139.158	49.0009	43.7738	0.923167	0.294118	0.436927	0.127451
509591.469	6290304.516	1.92131	139.027	49.6489	43.2997	0.970633	0.294118	0.436927	0.127451
509611.469	6290304.516	1.86924	138.987	48.84	43.7415	0.870747	0.247059	0.423815	0.128713
509631.469	6290304.516	1.96858	139.108	46.6717	42.6509	0.831959	0.241379	0.412115	0.127451
509651.469	6290304.516	2.148	139.497	45.9726	41.33	1.22903	0.241379	0.412115	0.127451
509671.469	6290304.516	1.76335	139.812	44.3049	39.206	1.42204	0.227273	0.413724	0.127451
