g_gas	g_agua	g_cloaca	g_perc_baldio	g_comercio	g_sellos	g_perc_edif	d_bpriv	d_centro	d_educ	d_espverd	d_ffcc	d_supcom	d_indust	d_ruta	d_viasprin	d_viassec	d_depre	d_front	x	y	g_vial	d_sube	cod_baja	d_baja
0	1	0	0,304920634921	3	0,01249	0,290834920635	4146,65954472999	1284,74755065999	430,476517095	295,950374289	105,986560772	4305,69587072	4046,97448230999	5329,35905001999	868,029636171999	1,4647236152E-5	3596,58319094999	91,9595245019	4588333,82191	6521576,33600999	1	1284,74755065999	d_front	91,9595263423258
0	1	1	0,164086021505	2	0,01322	0,457005376344	2284,63957059999	1104,83634938	592,459569447	266,866694433	340,490710082	1709,58351642999	1240,24599136999	2522,78049126999	64,9361138243999	223,448367490999	854,288043270999	2869,0268657	4585536,11144	6521895,48211	1	1104,83634938	d_depre	854,288013166986
1	1	1	0,126283185841	4	0,01014	0,565277876106	1985,44100533999	653,279811509999	171,816217469	147,137784291999	124,484557897	1438,71269209999	1188,61190959	2444,25368032	142,020620925999	163,249672362	724,007967495999	2985,74851715	4585549,98634	6522366,57574	1	653,279811509999	d_depre	724,007924364222
1	1	1	0,205753424658	0	0,01393	0,402698630137	2204,98549429	1236,25250357999	649,203462792999	339,794035085	449,028351145999	1624,85242870999	1057,78374867999	2340,3420617	247,544226705999	330,827811720999	747,462868573	3040,76322832999	4585336,11203	6521824,05728999	0,333333333333	1236,25250357999	d_depre	747,462840987157
1	1	1	0,173209876543	1	0,01195	0,488592592593	2156,43922402999	1188,55481568999	594,678453559999	319,845300117	396,151055289999	1576,69887459	1038,42463068	2320,97134311999	266,838508859999	277,825703694	701,47812937	3064,89308547	4585327,33205	6521879,74713	0	1188,55481568999	d_depre	701,47818441592
0	1	1	0,16696969697	2	0,01277	0,454849494949	2298,23725259999	1079,93182920999	586,157161967999	234,539788944	316,961977175	1724,78136702	1272,71709671	2555,24643568999	32,4307803434	200,204403582999	875,854770353	2838,85065634	4585572,51633999	6521912,32706999	0,81894244619	1079,93182920999	d_depre	875,854722485535
0	1	1	0,143428571429	3	0,01248	0,52364952381	2211,19321316	971,109421487999	474,477471940999	292,152765552	206,5255567	1641,77938440999	1240,33940456999	2522,84455328	64,4568795769999	89,4899824010999	812,255146961	2881,23022069999	4585562,04865	6522026,91254999	0,81894244619	971,109421487999	d_depre	812,255125221108
1	1	1	0,1484375	1	0,01149	0,529223958333	2122,96673061	1106,54319102999	517,584205003999	338,806713202	316,452947393999	1544,94534767999	1058,12256443999	2340,65183071	247,024764078999	198,253541602	678,708241916	3052,57481628	4585362,02194	6521954,07691999	0,333333333333	1106,54319102999	d_depre	678,708219206002
1	1	1	0,147978723404	3	0,01167	0,541970212766	2082,33943567	1118,70897721999	513,144876035	287,853303440999	316,486072507	1503,49467380999	1007,15354167999	2289,68276191999	297,993506025999	197,899772533	633,48884438	3103,3491456	4585312,05209	6521964,12188	0	1118,70897721999	d_depre	633,488843149757
1	1	1	0,1486	1	0,01154	0,544709	2071,80876454	1052,28319018999	455,313994234999	326,701441375	256,094836219999	1495,06700952	1039,16822475	2321,68425191	265,909808023999	137,773989954999	636,240896677	3076,98695855	4585355,08196	6522017,02673	0	1052,28319018999	d_depre	636,240952603668
1	1	1	0,141734693878	2	0,01113	0,550184693878	2020,91432097	1069,52841310999	452,543811598999	265,367928828	256,138716814	1442,91559469999	976,108919841999	2258,62488062	328,968716146	137,313244427	578,407005629999	3139,80933211999	4585293,26712999	6522029,49669	0	1069,52841310999	d_depre	578,406972309612
1	1	1	0,142523364486	1	0,01197	0,551246728972	2052,84238400999	989,084381351	398,261162463999	315,117908689999	195,712908034	1478,73911047	1058,39348693	2340,89629954	246,091798742999	77,5144593244999	633,942198253	3063,38743905999	4585385,58186	6522072,49658	0,499965394751	989,084381351	d_depre	633,942222574253
1	1	1	0,135523809524	5	0,01094	0,550293333333	2011,37997027	1002,48781724	392,542649387999	312,029091563999	195,747480526	1435,97883090999	1008,12360291	2290,62637060999	296,341942424	77,1673679568	585,960482831	3113,46360370999	4585336,297	6522082,40153999	0,249948092126	1002,48781724	d_depre	585,960501302672
1	1	1	0,125619047619	5	0,00931	0,556761904762	1963,70662728999	975,616892873999	353,744373676	273,547631249999	157,3083521	1389,01462612	976,927491324	2259,42179944999	326,596530683	38,4878163265	544,873148786999	3148,0790864	4585313,13681	6522126,30943	0,61832741221	975,616892873999	d_depre	544,873154990493
0,5	1	0,958701972767	0,122056074766	2	0,01203	0,564364485981	2138,42313557999	884,872604292999	382,784786505999	303,359968612999	117,30447438	1573,11361375	1209,11820987	2491,55251299	93,5311223773999	1,013190105E-5	764,627314384999	2920,52463648	4585548,61704999	6522120,46009	1	884,872604292999	d_depre	764,627356046215
1	0,425836474987	1	0,122272727273	1	0,01082	0,558375454545	2035,13772911999	855,056590022	296,498738455	213,301643807	71,7559224437	1469,53442244	1117,13973428999	2398,27576124999	187,673457060999	46,3596464195	666,945183179999	3017,366554	4585466,08057	6522183,04126999	0,258916788254	855,056590022	d_depre	666,945208576478
0,5	0,834847936682	1	0,130654205607	1	0,01166	0,557699065421	2035,85643613999	906,469700099999	329,902525707999	245,74438703	118,156451046	1466,45722419999	1088,75036791999	2371,19276430999	213,900344835999	2,0194868501E-5	645,789157595999	3040,29504361999	4585430,33172	6522142,76138	0,593210112213	906,469700099999	d_depre	645,789130196613
1	0,779310141478	1	0,125596330275	5	0,01255	0,552760550459	1990,23276123999	920,872880096	318,038865945999	235,523281037	118,360317746	1419,07545467999	1034,63338707	2317,07717141	268,016509740999	1,6280747179E-5	592,507485502999	3094,17124285999	4585377,20686999	6522153,07634	0,390124043147	920,872880096	d_depre	592,507524516031
1	0,531582046501	1	0,123577981651	3	0,01037	0,552744036697	1988,54760084999	868,69186276	277,905108939	193,894585850999	71,86365944	1420,99749988999	1062,821654	2343,91019773	242,018527822	46,3277740867999	612,835392494999	3071,4925616	4585412,70676	6522193,38623	0,280043027214	868,69186276	d_depre	612,835433455471
1	0,651160660524	1	0,122095238095	6	0,00989	0,556900952381	1932,57309671999	943,480323931	315,987900431	235,132465247999	118,908879399	1359,26359776	965,485048965	2247,93058402999	337,164176640999	1,48814077E-5	524,674722557999	3163,01220585999	4585309,32681	6522166,25930999	0,43213074455	943,480323931	d_depre	524,674713766435
1	0,559760289839	1	0,121509433962	5	0,01195	0,55523490566	1942,16030034999	885,387342747	269,046344605999	188,407124962	72,1276306098999	1372,69877337999	1008,36094415	2289,38945195999	296,521512764	46,4619095270999	558,607535266	3125,78214052	4585359,20691999	6522203,89118999	0,280371856254	885,387342747	d_depre	558,607513351571
1	0,476740990785	1	0,12179245283	6	0,01184	0,556088679245	1896,574078	904,881206384	271,010446510999	189,014646276	72,4336954953	1325,26681733	954,353365101999	2235,3148488	350,578734843999	46,5713566848	504,884603497	3179,62844236	4585306,14706999	6522214,32115	0,279816796742	904,881206384	d_depre	504,884614672001
1	1	1	0,116607142857	0	0,00888	0,567008928571	2030,66734934	757,054295777999	246,83486173	175,258515566	18,9118113000999	1473,69119524999	1169,71488589999	2443,09742007	143,965049289	136,627903505	710,117774701	2979,25756843999	4585527,98641999	6522263,30604	1	757,054295777999	d_depre	710,117759769223
1	0	1	0,122673267327	6	0,01301	0,544376237624	1706,30142999999	693,398118928	69,5045637611	40,7723227581	203,406515372	1156,13625443999	949,166376098	2172,58467379	414,242180195999	152,266526177999	489,881743045999	3262,41382886	4585299,18001	6522497,16818999	0,251536405755	693,398118928	d_depre	489,881738762555
1	0,166032900375	1	0,125700934579	7	0,01241	0,546051401869	1781,55970599	745,313893411999	99,2427014553999	25,0256417041	115,974318328999	1223,68457959	960,986204790999	2212,46109866	373,875772186	235,164051102999	496,105034874	3216,27690987	4585320,98381999	6522403,54784999	1	745,313893411999	d_depre	496,105013240025
1	0,333333333333	1	0,127169811321	8	0,0127	0,536733018868	1749,66460783	730,064581129999	93,4131493641999	0,719201602508	145,883969788999	1193,90272024	949,485623557	2192,15436686	394,141424644999	209,790590497	485,58038725	3238,70140993999	4585306,99208	6522436,89702	0,834357603837	730,064581129999	d_depre	485,580400905865
1	0,583016450188	1	0,125092592593	7	0,01251	0,546246296296	1777,08413478	731,333642314	86,1274976243999	14,8661574545	130,582783352	1220,80024494999	967,306345243	2215,09244333	371,132001885	225,093553966	502,660015129999	3214,70941432	4585326,44998999	6522417,34604	1	731,333642314	d_depre	502,660016554708
1	0,5	1	0,129611650485	5	0,01278	0,538260194175	1740,29264220999	713,009099430999	77,0468787772999	0,70989120292	166,205678591	1186,73581534999	955,398152778	2192,04076526	394,442880958999	189,468871686	492,555394513	3240,29625776	4585310,89702999	6522456,84044	0,83370277792	713,009099430999	d_depre	492,555360134079
1	1	1	0,119732142857	4	0,01028	0,565839285714	1940,95625466999	613,970042308999	117,542643076	126,548259951	171,868871450999	1398,37049711	1172,79764694999	2416,68505692999	169,863663924999	185,193081081999	707,933059071999	3016,68726744	4585532,29638999	6522418,32557999	1	613,970042308999	d_depre	707,933072023276
1	0,333333333333	1	0,126804123711	6	0,01286	0,553383505155	1730,90127553	695,38757421	61,2290551737999	19,3466384321	187,315679396999	1179,76867141	962,109177133999	2192,08454018	394,594253455999	168,358873007999	500,720322384999	3241,7916085	4585315,11201	6522477,52537999	0,444937037227	695,38757421	d_depre	500,72031396838
1	1	1	0,126761904762	6	0,01261	0,549501904762	1759,09051920999	695,721779280999	60,3130576542	13,5221202762	171,648007664	1207,28719496999	979,65759	2215,77708255	370,757710308	184,028380212	516,640098558999	3217,01847202999	4585335,23696	6522457,46544	0,915869150086	695,721779280999	d_depre	516,640134106564
1	0,5	1	0,122277227723	4	0,01305	0,550889108911	1714,22218649999	663,541663735	45,2895166765	47,2050897248999	226,082739825	1167,88557938	975,528683535	2192,19180559	394,845363760999	129,591818568999	517,648753854	3244,51091114	4585322,87887999	6522515,50652	0,415869150086	663,541663735	d_depre	517,648765677015
1	1	1	0,133211009174	9	0,01242	0,542164220183	1788,75476342999	701,784326745	55,3615599257	21,8543209701	151,168369525999	1235,75015832999	995,626017635	2238,70847442	347,637807866999	204,539534118999	531,359525687999	3192,65369204999	4585353,66487	6522432,83947999	1	701,784326745	d_depre	531,359556494031
1	1	1	0,125818181818	9	0,01065	0,544238181818	1826,02875450999	699,030757161999	59,9564226124999	5,49315465922	136,346707396999	1273,0064385	1024,661	2272,95752307	313,254489055	220,040632055	559,828038887	3157,41319513	4585384,30360999	6522411,51415	1	699,030757161999	d_depre	559,828023649597
1	1	1	0,126666666667	6	0,01181	0,548555555556	1834,09046143	654,923439359999	37,1546469699	41,9252676269999	172,553596069	1286,31420802999	1059,90643464999	2299,44369599999	287,102416690999	184,1716791	595,720629279	3133,63558036999	4585417,41887999	6522441,75124999	0,915869150086	654,923439359999	d_depre	595,720655564736
1	0,965327440685	1	0,134018691589	5	0,01273	0,559061682243	1799,36069990999	552,081836797	38,4914268826	60,1266449319999	283,088374272999	1266,51965949999	1105,64794282	2309,63375333	277,674680353999	73,7033635642	648,100324746999	3131,53774035	4585449,25188	6522548,08382999	0,69421597252	552,081836797	d_depre	648,100332290399
1	0,842978639019	1	0,103904761905	3	0,01294	0,586536190476	1794,73598384	476,854656148	93,6465979429	129,967537931	356,937914411999	1274,36659987	1155,72866769999	2332,44671818999	254,939258563	9,35710409E-7	704,407417571999	3115,10303446999	4585486,2065	6522615,95	0,449169467308	476,854656148	d_depre	704,407420542573
1	1	1	0,121272727273	6	0,01052	0,557205454545	1896,31664974	648,483155396	98,1683646126	66,7731760347	154,233922298	1349,16798147999	1113,0417419	2359,61432602	226,766021876999	202,715084426999	648,153243072	3072,29749314999	4585472,80377999	6522412,00877999	1	648,483155396	d_depre	648,153263090661
1	1	1	0,12376146789	6	0,01061	0,558588073394	1879,57342354999	608,926466049	69,6508831684	91,0471428403999	196,261004074999	1337,40801256	1124,94610802	2360,21935240999	226,549566325	160,688029819	660,91055628	3074,75832451999	4585481,70368999	6522453,09123	0,915869150086	608,926466049	d_depre	660,910561971743
1	1	1	0,118785046729	3	0,01121	0,57513364486	1877,63949967999	552,511110719	40,1669099627999	120,161308665	248,858518526	1343,18732844999	1160,18657458	2380,33332424999	206,923710825	108,091177278999	698,136105673999	3058,54061328999	4585511,83813	6522500,78560999	0,702530197192	552,511110719	d_depre	698,136069108576
1	1	1	0,123272727273	3	0,01056	0,567097272727	1897,1075175	577,149417818999	64,0677725729999	127,916553993999	219,238060254	1359,1371011	1159,44579939999	2389,22137804	197,762667405999	137,732077890999	695,890518466999	3047,52029202999	4585514,70643	6522470,04043	0,786661047107	577,149417818999	d_depre	695,89048181905
1	0,980999914839	1	0,119459459459	4	0,0108	0,579530630631	1931,56879636999	497,552508794999	110,208479182999	194,360454328999	282,864216868	1404,92205132	1238,62349474	2451,42997225999	135,878962132999	74,3180632166999	776,972673621	2990,19198068	4585588,33078	6522520,45433999	0,559263539168	497,552508794999	d_depre	776,97268263233
1	0,946327355523	1	0,109904761905	4	0,01116	0,587739047619	1853,98026783999	485,913415235999	68,9028011063	141,557286374999	320,187025829999	1329,92548467	1187,02524911999	2382,32647362999	205,021215877	36,7627474311999	729,824372333	3062,15029038	4585527,89137999	6522570,32514	0,550949314496	485,913415235999	d_depre	729,824379607372
1	0,980999914839	1	0,102660550459	4	0,01025	0,59924587156	1889,81706706999	432,290764247	128,222194233	204,333622547999	357,122268201999	1373,66002892999	1248,22224604999	2433,16379825	154,223000296	1,082507009E-5	792,128333515	3014,85811402999	4585585,08121	6522596,76006999	0,68492008488	432,290764247	d_depre	792,128331308554
1	1	1	0,119821428571	5	0,01071	0,572384821429	1948,96595443	561,207537536	111,529900467	172,570330471999	218,746202457999	1413,38089259999	1212,97855836	2445,23723672999	141,747511793999	138,413549208	748,829609455999	2991,64016373	4585569,58126999	6522458,79047	0,786661047107	561,207537536	d_depre	748,829638351656
1	0,877651198335	1	0,0780582524272	3	0,01086	0,623761165049	1825,40643642999	404,718627824999	152,470771442	185,043322189999	410,83391839	1316,29011523999	1224,31396031999	2382,66747402	204,969821838	53,8812909960999	775,878669005	3069,94737936999	4585546,14132	6522659,11988	0,583140237692	404,718627824999	d_depre	775,878660213948
1	0,865988574289	0,913647150954	0,0854285714286	2	0,0136	0,59122952381	1730,12662887999	462,625438327999	158,62367394	84,9949341715	410,460507350999	1216,93077769	1134,8149361	2282,43950266999	305,193819765	53,8397754738999	693,866086300999	3169,7167656	4585447,77159999	6522678,33980999	0,367810014631	462,625438327999	d_depre	693,866080090058
1	0,97346608393	0,913647150954	0,1282	2	0,01466	0,550967	1635,74592482999	584,561824083	147,669371691999	13,109817886	355,672256974999	1107,33725802	1003,26213198	2162,44995034	424,934748232	9,26170862E-6	566,313397553999	3284,31217086	4585319,33989	6522648,44166	0,43212588793	584,561824083	d_depre	566,313426734422
1	0,988337375954	0,694063740314	0,116451612903	1	0,01416	0,557578494624	1548,25122521999	606,118409657	233,779536113999	10,4635676504	407,620123197999	1025,93110574999	968,368360747999	2089,30668051	498,319540265	53,5978759515	553,119203609	3361,97643034	4585258,24265	6522715,49010999	0,443327919352	606,118409657	d_depre	553,119163777947
1	0,877651198335	1	0,0863917525773	0	0,01179	0,620974226804	1762,14332644	388,855558368999	201,043938580999	148,493331882	464,664790455	1261,07473955999	1204,91510229999	2332,6602585	255,23042262	107,723894209999	766,8295699	3124,58426529999	4585507,70641999	6522721,50968999	0,539305098059	388,855558368999	d_depre	766,829554154263
1	0,988337375954	0,913647150954	0,0784946236559	1	0,01416	0,586501075269	1621,66502659	496,407747012	240,74729528	61,3172858483999	463,580476076	1114,72565641999	1078,65706442	2185,64158360999	402,242869052	107,906439058	657,743300996	3270,91253675	4585363,39683999	6522749,61959	0,239728561107	496,407747012	d_depre	657,743274497556
1	1	1	0,0767368421053	0	0,01248	0,614163157895	1699,8389569	389,055094972999	258,434296005	140,526401501999	514,971410809999	1207,23144331	1187,39910912999	2281,95985306	305,706072601	158,352154399	761,992413318999	3179,63230440999	4585467,95653	6522780,88451999	0,411223644536	389,055094972999	d_depre	761,992380748684
1	1	0,697499236687	0,113146067416	0	0,01375	0,557616853933	1514,10476966	551,821799920999	306,222998513999	112,759800847999	512,591841613	1014,29199324	1029,73210253	2088,75524029	401,428041848	158,615361041999	636,847073678	3371,99601153	4585278,45708	6522818,54437999	0,12340802004	551,821799920999	d_depre	636,847104490158
1	1	1	0,0835227272727	0	0,01234	0,603038636364	1736,28257071999	318,289293625	243,528695742999	211,251280017999	565,620681172999	1256,04319796999	1256,94310466	2332,0047101	255,435071974	208,682432473	833,148944262999	3134,37817622	4585527,01635	6522820,60441	0,868482453185	318,289293625	d_depre	833,148981069574
0,5	1	1	0,098	0	0,01335	0,533021333333	1676,15979388999	333,772580177	250,61383968	229,856303564999	616,494564437999	1205,56106877	1244,78512114999	2281,51130869999	299,953018256999	259,876630712999	835,413781693	3189,28097879999	4585487,58146	6522880,49423	0,718153210663	333,772580177	d_depre	835,413797923949
0,5	1	1	0,085421686747	1	0,01577	0,560473493976	1593,33473572999	442,716410499999	340,707672534999	163,409974623	565,671102713999	1109,11226746	1137,23836127	2185,07350974	350,405938395	209,997115780999	734,933798943	3280,71926334999	4585383,01676999	6522849,80929999	0,119971007344	442,716410499999	d_depre	734,933821870111
1	1	1	0,0815625	0	0,01327	0,5369125	1716,37227908999	266,912732672999	180,79490045	260,543717845999	667,847862751999	1255,92854416999	1315,93115024999	2331,96005444999	248,810055220999	310,90835785	907,245567133	3143,69544670999	4585547,17628	6522920,82412	1	266,912732672999	d_depre	907,245572813229
0,5	1	1	0,122413793103	0	0,01392	0,50095862069	1658,21858341	303,270447812999	212,243011187	209,022400296999	719,020830166999	1204,92960792999	1308,1878549	2281,05434593	197,425392718	362,404257545	915,027546098	3199,03972561	4585507,39639	6522981,08892999	1	303,270447812999	d_depre	915,027531331626
1	1	1	0,0821153846154	0	0,01115	0,513323076923	1702,20315585999	249,293807041999	159,112903496999	157,962484289999	770,429688571	1255,55736513	1380,10546578999	2329,61506817	146,228012776	413,489798574	986,58221286	3153,18873289	4585567,27120999	6523021,41882	1	249,293807041999	d_depre	986,582189723114
1	0	1	0,128118811881	4	0,01241	0,551216831683	1796,04924237	847,334790394	200,548113486999	120,203383939	20,2039496177	1228,40976718	904,136552025	2174,68295932	412,367940422999	139,716929123999	442,255092776	3247,02681825999	4585265,02928	6522317,16275999	1	847,334790394	d_depre	442,255105467556
1	0	1	0,1199	6	0,01165	0,556998	1799,58069114999	815,276670944999	168,54177483	87,8063446803	46,1084922446	1234,68983662999	927,846481443	2194,18899912	392,685349578999	165,452010731999	464,361967816	3229,44651264999	4585289,26711	6522338,68577999	1	815,276670944999	d_depre	464,361961398005
1	0,330753150128	1	0,1194	5	0,01194	0,557033	1765,82538438	834,583331409	189,609174623	100,360934197999	46,0791387586	1199,30731248	889,364283234	2154,99521928	431,87794829	165,782050238	425,533066382	3268,53771575	4585250,84686999	6522346,43420999	1	834,583331409	d_depre	425,53309458169
1	0,661506300256	1	0,130101010101	4	0,01275	0,553116161616	1760,93275027999	867,52816008	222,941540604	132,531361255	19,9737495255999	1191,70099912999	863,696437446999	2133,62796845999	453,420119052	140,363451712999	401,363141083	3287,99402048999	4585224,83973	6522325,55272999	1	867,52816008	d_depre	401,363112946683
1	0,650064233687	1	0,144455445545	4	0,01227	0,543656435644	1728,86911263999	857,329711639	218,595608225999	123,243003368999	45,145193802	1160,58443547	847,086056761	2111,83754878999	475,033545457	166,268624259999	382,879068162999	3311,58969510999	4585208,56080999	6522355,06462	1	857,329711639	d_depre	382,879059603296
1	0,0830164501875	1	0,127403846154	7	0,01253	0,547077884615	1773,38007923	775,611605083999	130,225334513999	45,6763281566	93,3970324983999	1212,38610115999	934,599323546	2190,91898523	395,59101125	212,766410764	469,669029589999	3236,13006257999	4585295,40799999	6522385,69046999	1	775,611605083999	d_depre	469,669033286057
1	0	1	0,120606060606	6	0,01184	0,557958585859	1769,57893018999	802,372519077999	157,1971446	69,5158738485999	71,9836813838	1205,9763619	913,771052199999	2174,50125908	412,173081926999	191,496394629999	449,102861023999	3250,95618689	4585275,08469999	6522367,95724	1	802,372519077999	d_depre	449,102865499324
1	0	1	0,128640776699	8	0,01275	0,547216504854	1740,66474302	794,366080098999	155,353766024999	59,5992928113999	94,0108785844	1178,06876959999	898,722227217999	2153,79757731	432,706179376	213,746752547999	433,788193959	3273,20242938	4585259,15063999	6522393,68095999	1	794,366080098999	d_depre	433,788159324487
1	0,330753150128	1	0,134752475248	8	0,01301	0,547620792079	1733,96346947999	824,211277958999	185,522279609	89,9019521365	71,2700530327	1168,55841018999	873,463134605	2133,20479961999	453,469673886999	191,687222783	408,617385977	3292,13163001	4585234,56795	6522375,9461	1	824,211277958999	d_depre	408,617435624413
1	0,319311083559	1	0,131568627451	8	0,01306	0,547828431373	1702,93516412	816,549500394	183,017171168999	92,3310630191	94,7423630913	1138,58725131	858,050013009	2111,31025766999	475,178590362	215,896293767	393,286477602999	3315,70658765	4585217,85154999	6522403,81494999	1	816,549500394	d_depre	393,286526972766
1	0	1	0,12619047619	8	0,01268	0,539259047619	1745,7963545	766,035609650999	127,284419094	31,0757944434	116,097050147	1186,07424311999	921,85687552	2171,92686417999	414,407605988	235,633003518	457,163122602999	3256,71613733	4585281,27984999	6522411,71135	1	766,035609650999	d_depre	457,163069805522
1	0,0209080595919	1	0,133867924528	8	0,01287	0,536039622642	1725,75227066999	769,77272144	134,317614959999	42,4744880045999	123,701712837	1165,90802955	905,957050061	2153,27378576999	433,001097728999	231,925324335999	441,655525416999	3275,87492191999	4585264,50942	6522422,91096999	1	769,77272144	d_depre	441,655504987742
1	0,0418161191838	1	0,13580952381	8	0,01306	0,536472380952	1710,29843507999	788,395692639	154,459763809999	65,6422567161999	115,544223514999	1148,70437205999	882,818468731	2131,388249	454,944709002	236,033533145999	418,483591444	3297,15138552	4585241,54877999	6522419,76260999	1	788,395692639	d_depre	418,483612793931
1	0	1	0,127169811321	8	0,0127	0,536733018868	1739,58230754	752,889590581999	116,816911661	21,5049483483999	131,045536166999	1181,38190882999	926,872014289	2172,94134755999	413,278019960999	224,627537323	462,615035722	3256,78596387	4585285,22850999	6522426,16368999	1	752,889590581999	d_depre	462,615029898237
1	0,354903385584	1	0,128349514563	6	0,01328	0,536688349515	1670,17744379	763,662175404999	142,989953678	81,9759546439999	160,910526624999	1112,19497182999	877,026366510999	2110,79842545	475,643218198	193,696530056999	416,249047313999	3321,01853162999	4585230,43336999	6522468,81087	1	763,662175404999	d_depre	416,249081326766
1	0,0278774127892	1	0,12875	9	0,01302	0,539632692308	1715,57832258999	751,125025756	117,487328652	39,1531294608999	145,952305074	1157,99826232	912,769608056	2153,71888857	432,576555854999	209,678641588999	449,527635846999	3277,04482374999	4585269,34241	6522444,63057	0,834357603837	751,125025756	d_depre	449,527629118908
1	0	1	0,121764705882	8	0,01288	0,543254901961	1725,71537689	728,042105386999	93,4433508685	19,8508101918	160,831376218	1170,64316181999	935,566417602999	2172,93190787999	413,501383622999	194,841694762999	472,816753597	3258,96358366999	4585291,10599	6522455,3639	0,751536405755	728,042105386999	d_depre	472,816765037267
1	0,0418161191838	1	0,139705882353	8	0,01312	0,536252941176	1698,66184182	721,886452322999	95,9164673068	41,7715140392	182,042589966999	1145,02021654999	923,915157682999	2153,43872608999	433,190496843	173,570896438999	463,386772397	3279,9566687	4585276,20397999	6522480,08169	0,751536405755	721,886452322999	d_depre	463,386793983623
1	0,541816119184	1	0,131862745098	5	0,01333	0,542004901961	1669,63953510999	717,793146072	108,365251255999	70,6325470848999	203,219335711	1117,47234053	911,264388308999	2131,88901338	454,939987696	151,875979107999	453,992196510999	3303,03184207999	4585259,37012	6522505,62315999	1	717,793146072	d_depre	453,992187541402
1	0,5	1	0,121650485437	4	0,01325	0,54632815534	1678,29540287999	687,395302936999	84,9216339546999	70,8099049763	226,137521972	1129,97938294	938,714906152	2152,52536317	434,511773539999	129,441068190999	482,963031179999	3284,08490797	4585284,03036999	6522523,52226999	0,5	687,395302936999	d_depre	482,963065513874
1	0,56993559039	1	0,131844660194	3	0,01342	0,535230097087	1646,69125376	724,224837418999	127,577810073999	93,4836314493999	211,81486276	1094,55097623999	895,041034076999	2110,78731518999	476,125043172	142,776688381	440,243033620999	3324,74189277	4585240,48603999	6522518,72857	1	724,224837418999	d_depre	440,243007956266
1	1	1	0,131844660194	3	0,01423	0,535230097087	1636,85383604999	707,24146054	126,702127628	106,018743975	234,235213939	1087,5628176	903,882766984	2110,90465832	476,214999605999	120,352411187	452,328347382999	3326,25968380999	4585245,03287999	6522540,68726999	0,5	707,24146054	d_depre	452,328378507507
1	0,985128707976	1	0,128367346939	3	0,01327	0,551152040816	1664,24227066	637,672157686999	92,0108461832	83,5216782929	282,332919946999	1124,18373289999	970,524194473999	2162,83638914999	424,471295182	73,3393620697	521,669089160999	3277,89082997	4585305,2242	6522576,47219	0,235138518174	637,672157686999	d_depre	521,66908927128
1	0,638622167119	1	0,133775510204	2	0,01168	0,540573469388	1718,37294365999	893,948679172999	256,457533543	160,892030411	19,2615376337	1147,25274680999	814,494415087999	2083,56202461	503,481493482	141,321831128	351,564832103	3337,96524007	4585175,86276999	6522335,95077999	1	893,948679172999	d_depre	351,564860625256
1	1	1	0,140105263158	2	0,01276	0,542901052632	1671,24666438	926,019627929999	294,887637847999	203,009660351	18,3036847016	1098,08075170999	759,442125195	2027,4376139	559,601851635	142,192991172	295,829572688999	3393,9718901	4585120,92759	6522347,45074	1	926,019627929999	d_depre	295,829581574566
1	0,819311083559	1	0,137272727273	4	0,01121	0,537917171717	1666,27753305	867,489461899	238,994681554	152,341865138	71,2822126477	1097,68334826999	798,233331053	2055,27265777	531,384713476	194,287257571999	333,347807681999	3369,99841878999	4585158,55248	6522393,23060999	1	867,489461899	d_depre	333,347828302347
1	1	1	0,137777777778	3	0,0124	0,531639393939	1619,19263887	902,129887895	283,564447087	203,917519365	70,105666657	1048,29046749	744,581657465	1999,66962033	586,984680567	194,90528535	280,166775523	3425,46903684	4585104,08263999	6522404,40056999	1	902,129887895	d_depre	280,166743741604
1	1	1	0,140106382979	2	0,01308	0,537143617021	1624,93252123999	960,256733144999	336,810593734999	250,545069245999	17,5081483574	1049,84790440999	704,742647794	1971,52551399	615,510677177	142,929635256	240,468814162	3449,75842167	4585066,17774999	6522358,79569999	1	960,256733144999	d_depre	240,468862130135
1	1	1	0,140549450549	1	0,01367	0,536263736264	1579,5006539	996,243143669	382,060520911	300,678092660999	17,939972431	1002,68351608	650,562457737	1915,93504626	671,097887584999	143,662308754999	185,754767372	3505,22406275999	4585011,74290999	6522370,07565999	1	996,243143669	d_depre	185,754758507522
1	1	1	0,136947368421	3	0,01266	0,532637894737	1572,02280844999	939,252837206999	332,116826677	257,880244577999	70,0062687222	998,883322181	690,545295097999	1943,32714906999	643,32367562	195,578921508999	227,481727352999	3481,68075706999	4585048,89778999	6522415,76553	1	939,252837206999	d_depre	227,481726590248
0,5	1	1	0,131477272727	2	0,01173	0,543105681818	1526,59840297999	977,288842883	328,731711899999	293,133053532	70,3316954769999	951,416923297	638,172399594	1888,32911375	698,318583343999	196,201994313	178,208137668999	3536,54866553	4584995,02295	6522426,82548999	1	977,288842883	d_depre	178,208188109302
1	0,63239834996	1	0,137745098039	6	0,01313	0,529061764706	1664,87679075999	811,405201311	186,863280935999	110,961376603	121,297938157999	1101,67609519	838,529757423999	2083,10446551999	503,17362399	232,646924248999	375,397633569999	3345,81061123	4585195,58848	6522436,10596	1	811,405201311	d_depre	375,397662347234
